Country,Date,Vaccine_Manufacturer,Total_Vaccinations,CountrywiseTotalVaccination,Percentage_of_Vaccination_2,Total_Percentage_of_Vaccination_2,Protection_from_Severe_Disease_Alpha_Ancestral,Protection_from_Infection_Alpha_Ancestral,Protection_from_Severe_Disease_Beta_Gamma_Delta,Protection_from_Infection_Beta_Gamma_Delta,Protection_from_Severe_Disease_Omicron,Protection_from_Infection_Omicron,Omicorn_Severe_Disease_Efficacy,Omicorn_Infection_Efficacy,Alpha_Ancestral_Severe_Disease_Efficacy,Alpha_Ancestral_Infection_Efficacy,Beta_Gamma_Delta_Severe_Disease_Efficacy,Beta_Gamma_Delta_Infection_Efficacy,Total_Omicorn_Severe_Disease_Efficacy,Total_Omicorn_Infection_Efficacy,Total_Alpha_Ancestral_Severe_Disease_Efficacy,Total_Alpha_Ancestral_Infection_Efficacy,Total_Beta_Gamma_Delta_Severe_Disease_Efficacy,Total_Beta_Gamma_Delta_Infection_Efficacy,Susceptible_BreakOut_for_Omicorn_Severe_Disease,Susceptible_BreakOut_for_Omicorn_Infection,Susceptible_BreakOut_for_Alpha_Ancestral_Severe_Disease,Susceptible_BreakOut_for_Alpha_Ancestral_Infection,Susceptible_BreakOut_for_Beta_Gamma_Delta_Severe_Disease,Susceptible_BreakOut_for_Beta_Gamma_Delta_Infection
Ukraine,2022-01-18,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-19,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-20,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-21,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-22,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-23,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-24,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-25,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-26,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-27,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-28,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-29,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-30,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-31,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-01,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-02,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-03,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-04,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-05,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-06,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-07,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-08,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-09,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-10,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-11,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-12,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-13,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-14,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-15,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-16,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-17,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-18,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-19,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-20,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-21,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-22,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-23,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-23,Moderna,3044899,34930070,0.0871712825081656,100.0,97,92,97,91,73,48,6.363503623096088,4.184221560391949,8.455614403292063,8.019757990751234,8.455614403292063,7.932586708243069,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-23,Oxford/AstraZeneca,4041487,34930070,0.11570223019879433,100.0,94,63,94,69,71,36,8.214858344114397,4.165280287156596,10.876009638686668,7.289240502524043,10.876009638686668,7.983453883716809,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-23,Pfizer/BioNTech,14774013,34930070,0.4229597306847653,100.0,95,86,95,84,72,44,30.4531006093031,18.61022815012967,40.1811744150527,36.37453683888982,40.1811744150527,35.528617377520284,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-02-23,Sinovac,9802231,34930070,0.28062443046922037,100.0,50,47,49,46,37,24,10.383103927361153,6.734986331261289,14.031221523461019,13.189348232053357,13.750597092991798,12.908723801584136,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
United States,2022-10-12,Johnson&Johnson,18916447,627128998,0.030163566124875637,100.0,86,72,76,64,57,33,1.7193232691179112,0.995397682120896,2.5940666867393047,2.1717767609910457,2.2924310254905484,1.9304682319920408,71.923477172714,45.171923430974886,95.48038923405039,87.83329406177452,95.17875357280164,86.0282433296124,28.076522827286,54.828076569025114,4.519610765949608,12.166705938225476,4.821246427198361,13.971756670387606
United States,2022-10-12,Moderna,235757021,627128998,0.37593066458712854,100.0,97,92,97,91,73,48,27.442938514860383,18.04467190018217,36.46527446495147,34.585621142015825,36.46527446495147,34.209690477428694,71.923477172714,45.171923430974886,95.48038923405039,87.83329406177452,95.17875357280164,86.0282433296124,28.076522827286,54.828076569025114,4.519610765949608,12.166705938225476,4.821246427198361,13.971756670387606
United States,2022-10-12,Pfizer/BioNTech,372455530,627128998,0.5939057692879959,100.0,95,86,95,84,72,44,42.76121538873571,26.131853848671817,56.42104808235961,51.07589615876765,56.42104808235961,49.888084620191655,71.923477172714,45.171923430974886,95.48038923405039,87.83329406177452,95.17875357280164,86.0282433296124,28.076522827286,54.828076569025114,4.519610765949608,12.166705938225476,4.821246427198361,13.971756670387606
Uruguay,2022-09-16,Sinovac,3248161,5895528,0.5509533666874281,100.0,50,47,49,46,37,24,20.38527456743484,13.222880800498274,27.547668334371405,25.89480823430912,26.996714967683978,25.343854867621694,52.701172821162075,32.85725790802791,70.1916391542878,64.15725376929768,69.64068578760036,62.83188189420862,47.298827178837925,67.14274209197208,29.8083608457122,35.84274623070232,30.35931421239964,37.16811810579138
Uruguay,2022-10-12,Oxford/AstraZeneca,91141,5895528,0.01545934477794016,100.0,94,63,94,69,71,36,1.0976134792337513,0.5565364120058458,1.453178409126375,0.97393872101023,1.453178409126375,1.0666947896778711,52.701172821162075,32.85725790802791,70.1916391542878,64.15725376929768,69.64068578760036,62.83188189420862,47.298827178837925,67.14274209197208,29.8083608457122,35.84274623070232,30.35931421239964,37.16811810579138
Uruguay,2022-10-17,Pfizer/BioNTech,2556226,5895528,0.4335872885346317,100.0,95,86,95,84,72,44,31.218284774493483,19.077840695523793,41.19079241079001,37.28850681397832,41.19079241079001,36.42133223690906,52.701172821162075,32.85725790802791,70.1916391542878,64.15725376929768,69.64068578760036,62.83188189420862,47.298827178837925,67.14274209197208,29.8083608457122,35.84274623070232,30.35931421239964,37.16811810579138
