Country,Date,Vaccine_Manufacturer,Total_Vaccinations,CountrywiseTotalVaccination,Percentage_of_Vaccination_2,Total_Percentage_of_Vaccination_2,Protection_from_Severe_Disease_Alpha_Ancestral,Protection_from_Infection_Alpha_Ancestral,Protection_from_Severe_Disease_Beta_Gamma_Delta,Protection_from_Infection_Beta_Gamma_Delta,Protection_from_Severe_Disease_Omicron,Protection_from_Infection_Omicron,Omicorn_Severe_Disease_Efficacy,Omicorn_Infection_Efficacy,Alpha_Ancestral_Severe_Disease_Efficacy,Alpha_Ancestral_Infection_Efficacy,Beta_Gamma_Delta_Severe_Disease_Efficacy,Beta_Gamma_Delta_Infection_Efficacy,Total_Omicorn_Severe_Disease_Efficacy,Total_Omicorn_Infection_Efficacy,Total_Alpha_Ancestral_Severe_Disease_Efficacy,Total_Alpha_Ancestral_Infection_Efficacy,Total_Beta_Gamma_Delta_Severe_Disease_Efficacy,Total_Beta_Gamma_Delta_Infection_Efficacy,Susceptible_BreakOut_for_Omicorn_Severe_Disease,Susceptible_BreakOut_for_Omicorn_Infection,Susceptible_BreakOut_for_Alpha_Ancestral_Severe_Disease,Susceptible_BreakOut_for_Alpha_Ancestral_Infection,Susceptible_BreakOut_for_Beta_Gamma_Delta_Severe_Disease,Susceptible_BreakOut_for_Beta_Gamma_Delta_Infection
Luxembourg,2022-09-20,Moderna,339447,1207650,0.2810806111042107,100.0,97,92,97,91,73,48,20.51888461060738,13.491869333002112,27.264819277108437,25.85941622158738,27.264819277108437,25.578335610483173,71.67557653293588,44.04952593880678,95.16332712292468,85.20231192812487,94.81834389102804,83.97375729723015,28.324423467064122,55.95047406119322,4.836672877075316,14.797688071875129,5.181656108971964,16.02624270276985
Luxembourg,2022-09-20,Pfizer/BioNTech,721102,1207650,0.5971117459528837,100.0,95,86,95,84,72,44,42.99204570860763,26.272916821926884,56.725615865523956,51.351610151948,56.725615865523956,50.157386660042235,71.67557653293588,44.04952593880678,95.16332712292468,85.20231192812487,94.81834389102804,83.97375729723015,28.324423467064122,55.95047406119322,4.836672877075316,14.797688071875129,5.181656108971964,16.02624270276985
Luxembourg,2022-09-30,Novavax,483,1207650,0.00039995031673084087,100.0,89,83,86,82,65,43,0.02599677058750466,0.017197863619426157,0.03559557818904484,0.03319587628865979,0.034395727238852314,0.03279592597192895,71.67557653293588,44.04952593880678,95.16332712292468,85.20231192812487,94.81834389102804,83.97375729723015,28.324423467064122,55.95047406119322,4.836672877075316,14.797688071875129,5.181656108971964,16.02624270276985
Malta,2022-09-30,Johnson&Johnson,32404,1272782,0.025459190969074043,100.0,86,72,76,64,57,33,1.4511738852372205,0.8401533019794434,2.189490423340368,1.833061749773331,1.9348985136496273,1.6293882220207387,71.65805063239424,43.163602250817505,95.02976943420003,82.83977460397773,94.7751775245093,82.33818438664281,28.341949367605764,56.836397749182495,4.970230565799966,17.16022539602227,5.224822475490697,17.66181561335719
Malta,2022-09-30,Moderna,278693,1272782,0.2189636559913638,100.0,97,92,97,91,73,48,15.984346887369558,10.510255487585463,21.239474631162288,20.14465635120547,21.239474631162288,19.925692695214106,71.65805063239424,43.163602250817505,95.02976943420003,82.83977460397773,94.7751775245093,82.33818438664281,28.341949367605764,56.836397749182495,4.970230565799966,17.16022539602227,5.224822475490697,17.66181561335719
Malta,2022-09-30,Oxford/AstraZeneca,227860,1272782,0.1790251590610175,100.0,94,63,94,69,71,36,12.710786293332243,6.44490572619663,16.828364951735647,11.278585020844103,16.828364951735647,12.352735975210209,71.65805063239424,43.163602250817505,95.02976943420003,82.83977460397773,94.7751775245093,82.33818438664281,28.341949367605764,56.836397749182495,4.970230565799966,17.16022539602227,5.224822475490697,17.66181561335719
Malta,2022-09-30,Pfizer/BioNTech,733825,1272782,0.5765519939785446,100.0,95,86,95,84,72,44,41.51174356645521,25.368287735055965,54.772439427961736,49.583471482154835,54.772439427961736,48.430367494197746,71.65805063239424,43.163602250817505,95.02976943420003,82.83977460397773,94.7751775245093,82.33818438664281,28.341949367605764,56.836397749182495,4.970230565799966,17.16022539602227,5.224822475490697,17.66181561335719
Nepal,2022-07-04,Johnson&Johnson,3693423,46888075,0.0787710521278598,100.0,86,72,76,64,57,33,4.489949971288008,2.5994447202193736,6.774310482995943,5.671515753205906,5.986599961717345,5.041347336183027,62.58117585334864,37.521982401708755,84.93238289266513,71.25793402693542,83.29275093933799,71.77147238396971,37.41882414665136,62.478017598291245,15.067617107334868,28.742065973064584,16.707249060662008,28.22852761603029
Nepal,2022-07-04,Moderna,7336243,46888075,0.15646287462217207,100.0,97,92,97,91,73,48,11.42178984741856,7.510217981864259,15.17689883835069,14.39458446523983,15.17689883835069,14.238121590617657,62.58117585334864,37.521982401708755,84.93238289266513,71.25793402693542,83.29275093933799,71.77147238396971,37.41882414665136,62.478017598291245,15.067617107334868,28.742065973064584,16.707249060662008,28.22852761603029
Nepal,2022-07-04,Oxford/AstraZeneca,14088349,46888075,0.30046763489437345,100.0,94,63,94,69,71,36,21.333202077500516,10.816834856197444,28.243957680071105,18.929460998345526,28.243957680071105,20.732266807711767,62.58117585334864,37.521982401708755,84.93238289266513,71.25793402693542,83.29275093933799,71.77147238396971,37.41882414665136,62.478017598291245,15.067617107334868,28.742065973064584,16.707249060662008,28.22852761603029
Nepal,2022-07-04,Pfizer/BioNTech,1797582,46888075,0.03833772233131772,100.0,95,86,95,84,72,44,2.760316007854876,1.6868597825779796,3.6420836214751833,3.297044120493324,3.6420836214751833,3.2203686758306884,62.58117585334864,37.521982401708755,84.93238289266513,71.25793402693542,83.29275093933799,71.77147238396971,37.41882414665136,62.478017598291245,15.067617107334868,28.742065973064584,16.707249060662008,28.22852761603029
Nepal,2022-07-04,Sinopharm/Beijing,19972478,46888075,0.425960716024277,100.0,73,68,71,67,53,35,22.57591794928668,14.908625060849694,31.09513226977222,28.965328689650836,30.243210837723666,28.539367973626558,62.58117585334864,37.521982401708755,84.93238289266513,71.25793402693542,83.29275093933799,71.77147238396971,37.41882414665136,62.478017598291245,15.067617107334868,28.742065973064584,16.707249060662008,28.22852761603029
Netherlands,2022-02-04,Oxford/AstraZeneca,2473242,34376849,0.07194498832630064,100.0,94,63,94,69,71,36,5.1080941711673455,2.590019579746823,6.76282890267226,4.53253426455694,6.76282890267226,4.964204194514744,71.84369576746258,44.165711435623436,95.22135885694469,85.51198182823562,95.00141196768791,84.20155203869908,28.156304232537423,55.834288564376564,4.77864114305531,14.48801817176438,4.998588032312085,15.798447961300923
Netherlands,2022-09-02,Johnson&Johnson,755296,34376849,0.021971065469089387,100.0,86,72,76,64,57,33,1.252350731738095,0.7250451604799497,1.8895116303416872,1.5819167137744359,1.6698009756507934,1.4061481900217208,71.84369576746258,44.165711435623436,95.22135885694469,85.51198182823562,95.00141196768791,84.20155203869908,28.156304232537423,55.834288564376564,4.77864114305531,14.48801817176438,4.998588032312085,15.798447961300923
Netherlands,2022-09-02,Moderna,8448384,34376849,0.24575795181227925,100.0,97,92,97,91,73,48,17.940330482296385,11.796381686989404,23.83852132579109,22.60973156672969,23.83852132579109,22.363973614917413,71.84369576746258,44.165711435623436,95.22135885694469,85.51198182823562,95.00141196768791,84.20155203869908,28.156304232537423,55.834288564376564,4.77864114305531,14.48801817176438,4.998588032312085,15.798447961300923
Netherlands,2022-09-02,Novavax,2707,34376849,7.874485529491083e-05,100.0,89,83,86,82,65,43,0.005118415594169204,0.0033860287776811657,0.007008292121247064,0.006535822989477599,0.006772057555362331,0.006457078134182688,71.84369576746258,44.165711435623436,95.22135885694469,85.51198182823562,95.00141196768791,84.20155203869908,28.156304232537423,55.834288564376564,4.77864114305531,14.48801817176438,4.998588032312085,15.798447961300923
Netherlands,2022-09-02,Pfizer/BioNTech,22697220,34376849,0.6602472495370358,100.0,95,86,95,84,72,44,47.53780196666658,29.050878979629577,62.72348870601841,56.78126346018508,62.72348870601841,55.46076896111101,71.84369576746258,44.165711435623436,95.22135885694469,85.51198182823562,95.00141196768791,84.20155203869908,28.156304232537423,55.834288564376564,4.77864114305531,14.48801817176438,4.998588032312085,15.798447961300923
Norway,2022-09-30,Johnson&Johnson,7346,11875213,0.0006185994305954764,100.0,86,72,76,64,57,33,0.03526016754394216,0.020413781209650723,0.053199551031210976,0.04453915900287431,0.04701355672525621,0.03959036355811049,72.17625688061342,44.685505009468045,95.37796282054056,86.89276082879523,95.37177682623461,85.18671134572492,27.823743119386577,55.314494990531955,4.62203717945944,13.107239171204768,4.628223173765392,14.813288654275084
Norway,2022-09-30,Moderna,2351225,11875213,0.19799434334356783,100.0,97,92,97,91,73,48,14.453587064080452,9.503728480491256,19.20545130432608,18.21547958760824,19.20545130432608,18.017485244264673,72.17625688061342,44.685505009468045,95.37796282054056,86.89276082879523,95.37177682623461,85.18671134572492,27.823743119386577,55.314494990531955,4.62203717945944,13.107239171204768,4.628223173765392,14.813288654275084
Norway,2022-09-30,Oxford/AstraZeneca,147947,11875213,0.012458471271210041,100.0,94,63,94,69,71,36,0.8845514602559129,0.44850496576356147,1.171096299493744,0.7848836900862326,1.171096299493744,0.8596345177134929,72.17625688061342,44.685505009468045,95.37796282054056,86.89276082879523,95.37177682623461,85.18671134572492,27.823743119386577,55.314494990531955,4.62203717945944,13.107239171204768,4.628223173765392,14.813288654275084
Norway,2022-09-30,Pfizer/BioNTech,9368695,11875213,0.7889285859546267,100.0,95,86,95,84,72,44,56.80285818873312,34.712857782003574,74.94821566568953,67.84785839209789,74.94821566568953,66.27000122018865,72.17625688061342,44.685505009468045,95.37796282054056,86.89276082879523,95.37177682623461,85.18671134572492,27.823743119386577,55.314494990531955,4.62203717945944,13.107239171204768,4.628223173765392,14.813288654275084
Peru,2022-10-15,Moderna,5105330,84780770,0.06021801877949445,100.0,97,92,97,91,73,48,4.395915370903095,2.8904649014157338,5.841147821610962,5.5400577277134895,5.841147821610962,5.479839708933995,67.21179248548934,41.23203465833113,89.52141119973315,79.68122371382094,89.02101166337603,78.74868100395881,32.78820751451066,58.76796534166887,10.478588800266849,20.31877628617906,10.97898833662397,21.251318996041192
Peru,2022-10-15,Oxford/AstraZeneca,8022799,84780770,0.09462993789747369,100.0,94,63,94,69,71,36,6.718725590720632,3.4066777643090527,8.895214162362526,5.961686087540842,8.895214162362526,6.529465714925685,67.21179248548934,41.23203465833113,89.52141119973315,79.68122371382094,89.02101166337603,78.74868100395881,32.78820751451066,58.76796534166887,10.478588800266849,20.31877628617906,10.97898833662397,21.251318996041192
Peru,2022-10-15,Pfizer/BioNTech,50440512,84780770,0.5949522751444697,100.0,95,86,95,84,72,44,42.83656381040182,26.177900106356667,56.52046613872462,51.16589566242439,56.52046613872462,49.97599111213545,67.21179248548934,41.23203465833113,89.52141119973315,79.68122371382094,89.02101166337603,78.74868100395881,32.78820751451066,58.76796534166887,10.478588800266849,20.31877628617906,10.97898833662397,21.251318996041192
Peru,2022-10-15,Sinopharm/Beijing,21212129,84780770,0.2501997681785622,100.0,73,68,71,67,53,35,13.260587713463797,8.756991886249677,18.26458307703504,17.01358423614223,17.764183540677916,16.763384467963668,67.21179248548934,41.23203465833113,89.52141119973315,79.68122371382094,89.02101166337603,78.74868100395881,32.78820751451066,58.76796534166887,10.478588800266849,20.31877628617906,10.97898833662397,21.251318996041192
Poland,2022-09-30,Oxford/AstraZeneca,5292302,52947094,0.09995453197110307,100.0,94,63,94,69,71,36,7.096771769948318,3.5983631509597105,9.395726005283688,6.297135514179494,9.395726005283688,6.896862706006112,71.19818840293671,42.92025058070231,94.57845796031789,83.40900816955129,94.06338814364392,81.9718466890742,28.801811597063292,57.07974941929769,5.421542039682109,16.590991830448715,5.93661185635608,18.028153310925802
Poland,2022-10-04,Johnson&Johnson,2722660,52947094,0.05142227446892553,100.0,86,72,76,64,57,33,2.931069644728755,1.6969350574745423,4.422315604327595,3.702403761762638,3.90809285963834,3.2910255660112337,71.19818840293671,42.92025058070231,94.57845796031789,83.40900816955129,94.06338814364392,81.9718466890742,28.801811597063292,57.07974941929769,5.421542039682109,16.590991830448715,5.93661185635608,18.028153310925802
Poland,2022-10-04,Moderna,3783258,52947094,0.07145355323939025,100.0,97,92,97,91,73,48,5.216109386475488,3.429770555490732,6.9309946642208535,6.573726898023903,6.9309946642208535,6.502273344784513,71.19818840293671,42.92025058070231,94.57845796031789,83.40900816955129,94.06338814364392,81.9718466890742,28.801811597063292,57.07974941929769,5.421542039682109,16.590991830448715,5.93661185635608,18.028153310925802
Poland,2022-10-04,Novavax,14950,52947094,0.0002823573282416595,100.0,89,83,86,82,65,43,0.018353226335707868,0.012141365114391359,0.025129802213507694,0.023435658244057737,0.024282730228782717,0.023153300915816077,71.19818840293671,42.92025058070231,94.57845796031789,83.40900816955129,94.06338814364392,81.9718466890742,28.801811597063292,57.07974941929769,5.421542039682109,16.590991830448715,5.93661185635608,18.028153310925802
Poland,2022-10-04,Pfizer/BioNTech,41133924,52947094,0.7768872829923394,100.0,95,86,95,84,72,44,55.93588437544844,34.18304045166293,73.80429188427225,66.8123063373412,73.80429188427225,65.25853177135652,71.19818840293671,42.92025058070231,94.57845796031789,83.40900816955129,94.06338814364392,81.9718466890742,28.801811597063292,57.07974941929769,5.421542039682109,16.590991830448715,5.93661185635608,18.028153310925802
Portugal,2022-02-11,Covaxin,87,23803134,3.6549808945326275e-06,100.0,78,73,76,72,57,38,0.00020833391098835978,0.00013888927399223984,0.00028508850977354496,0.0002668136053008818,0.0002777785479844797,0.0002631586244063492,71.33079412988222,43.32632707104871,94.76939103901192,84.05793560629454,94.29109057656021,82.68897112455863,28.66920587011778,56.67367292895129,5.230608960988079,15.942064393705465,5.708909423439792,17.311028875441366
Portugal,2022-08-12,Novavax,147,23803134,6.175657373520647e-06,100.0,89,83,86,82,65,43,0.00040141772927884206,0.00026555326706138784,0.0005496335062433376,0.0005125795620022137,0.0005311065341227757,0.000506403904628693,71.33079412988222,43.32632707104871,94.76939103901192,84.05793560629454,94.29109057656021,82.68897112455863,28.66920587011778,56.67367292895129,5.230608960988079,15.942064393705465,5.708909423439792,17.311028875441366
Portugal,2022-09-02,Sinopharm/Beijing,3652,23803134,0.00015342517502107075,100.0,73,68,71,67,53,35,0.00813153427611675,0.005369881125737476,0.011200037776538165,0.01043291190143281,0.010893187426496023,0.01027948672641174,71.33079412988222,43.32632707104871,94.76939103901192,84.05793560629454,94.29109057656021,82.68897112455863,28.66920587011778,56.67367292895129,5.230608960988079,15.942064393705465,5.708909423439792,17.311028875441366
Portugal,2022-09-02,Sinovac,6511,23803134,0.00027353540924484986,100.0,50,47,49,46,37,24,0.010120810142059445,0.006564849821876396,0.013676770462242492,0.012856164234507944,0.013403235052997642,0.012582628825263094,71.33079412988222,43.32632707104871,94.76939103901192,84.05793560629454,94.29109057656021,82.68897112455863,28.66920587011778,56.67367292895129,5.230608960988079,15.942064393705465,5.708909423439792,17.311028875441366
Portugal,2022-09-09,Johnson&Johnson,1137062,23803134,0.047769423975851245,100.0,86,72,76,64,57,33,2.722857166623521,1.5763909912030911,4.108170461923207,3.43939852626129,3.6304762221646945,3.0572431344544797,71.33079412988222,43.32632707104871,94.76939103901192,84.05793560629454,94.29109057656021,82.68897112455863,28.66920587011778,56.67367292895129,5.230608960988079,15.942064393705465,5.708909423439792,17.311028875441366
Portugal,2022-09-16,Oxford/AstraZeneca,2267362,23803134,0.09525476771252055,100.0,94,63,94,69,71,36,6.763088507588959,3.4291716376507395,8.953948164976932,6.001050365888794,8.953948164976932,6.572578972163917,71.33079412988222,43.32632707104871,94.76939103901192,84.05793560629454,94.29109057656021,82.68897112455863,28.66920587011778,56.67367292895129,5.230608960988079,15.942064393705465,5.708909423439792,17.311028875441366
Portugal,2022-09-30,Moderna,3693702,23803134,0.15517712919651672,100.0,97,92,97,91,73,48,11.32793043134572,7.448502201432802,15.052181532062122,14.276295886079538,15.052181532062122,14.121118756883021,71.33079412988222,43.32632707104871,94.76939103901192,84.05793560629454,94.29109057656021,82.68897112455863,28.66920587011778,56.67367292895129,5.230608960988079,15.942064393705465,5.708909423439792,17.311028875441366
Portugal,2022-09-30,Pfizer/BioNTech,16694611,23803134,0.7013618878925775,100.0,95,86,95,84,72,44,50.49805592826558,30.85992306727341,66.62937934979486,60.317122358761665,66.62937934979486,58.91439858297651,71.33079412988222,43.32632707104871,94.76939103901192,84.05793560629454,94.29109057656021,82.68897112455863,28.66920587011778,56.67367292895129,5.230608960988079,15.942064393705465,5.708909423439792,17.311028875441366
Romania,2022-02-25,Oxford/AstraZeneca,849559,16827486,0.05048638875706092,100.0,94,63,94,69,71,36,3.584533601751325,1.817509995254193,4.745720543163727,3.180642491694838,4.745720543163727,3.4835608242372036,70.17795011090783,42.4928042727238,93.97050777519588,83.48910865235604,92.7494976968039,81.2203453326302,29.82204988909217,57.5071957272762,6.029492224804116,16.510891347643962,7.2505023031961,18.779654667369797
Romania,2022-06-11,Johnson&Johnson,2054653,16827486,0.12210100783919832,100.0,86,72,76,64,57,33,6.959757446834304,4.029333258693544,10.500686674171055,8.791272564422279,9.279676595779073,7.8144645017086924,70.17795011090783,42.4928042727238,93.97050777519588,83.48910865235604,92.7494976968039,81.2203453326302,29.82204988909217,57.5071957272762,6.029492224804116,16.510891347643962,7.2505023031961,18.779654667369797
Romania,2022-06-11,Moderna,1008835,16827486,0.059951617252868315,100.0,97,92,97,91,73,48,4.376468059459387,2.877677628137679,5.815306873528226,5.515548787263885,5.815306873528226,5.455597170011017,70.17795011090783,42.4928042727238,93.97050777519588,83.48910865235604,92.7494976968039,81.2203453326302,29.82204988909217,57.5071957272762,6.029492224804116,16.510891347643962,7.2505023031961,18.779654667369797
Romania,2022-06-11,Pfizer/BioNTech,12914439,16827486,0.7674609861508724,100.0,95,86,95,84,72,44,55.25719100286282,33.76828339063839,72.90879368433288,66.00164480897503,72.90879368433288,64.46672283667328,70.17795011090783,42.4928042727238,93.97050777519588,83.48910865235604,92.7494976968039,81.2203453326302,29.82204988909217,57.5071957272762,6.029492224804116,16.510891347643962,7.2505023031961,18.779654667369797
Slovakia,2022-01-14,Sputnik V,37984,6896429,0.005507778010909704,100.0,92,86,89,85,67,44,0.36902112673095017,0.24234223248002698,0.5067155770036927,0.47366890893823455,0.4901922429709637,0.46816113092732486,71.53967466351064,43.11695081613977,94.81172531465198,83.39568072113845,94.52352891619708,82.31737657271611,28.460325336489362,56.88304918386023,5.18827468534802,16.604319278861553,5.47647108380292,17.682623427283886
Slovakia,2022-04-22,Oxford/AstraZeneca,844167,6896429,0.12240639322176738,100.0,94,63,94,69,71,36,8.690853918745484,4.406630155983626,11.506200962846133,7.711602772971345,11.506200962846133,8.44604113230195,71.53967466351064,43.11695081613977,94.81172531465198,83.39568072113845,94.52352891619708,82.31737657271611,28.460325336489362,56.88304918386023,5.18827468534802,16.604319278861553,5.47647108380292,17.682623427283886
Slovakia,2022-10-04,Johnson&Johnson,186260,6896429,0.027008180610573966,100.0,86,72,76,64,57,33,1.539466294802716,0.8912699601489409,2.3227035325093612,1.9445890039613256,2.0526217264036215,1.7285235590767338,71.53967466351064,43.11695081613977,94.81172531465198,83.39568072113845,94.52352891619708,82.31737657271611,28.460325336489362,56.88304918386023,5.18827468534802,16.604319278861553,5.47647108380292,17.682623427283886
Slovakia,2022-10-04,Moderna,678992,6896429,0.09845559201725995,100.0,97,92,97,91,73,48,7.187258217259976,4.725868416828478,9.550192425674215,9.057914465587915,9.550192425674215,8.959458873570656,71.53967466351064,43.11695081613977,94.81172531465198,83.39568072113845,94.52352891619708,82.31737657271611,28.460325336489362,56.88304918386023,5.18827468534802,16.604319278861553,5.47647108380292,17.682623427283886
Slovakia,2022-10-04,Novavax,3658,6896429,0.0005304194388139137,100.0,89,83,86,82,65,43,0.03447726352290439,0.022808035868998287,0.047207330054438314,0.044024813421554836,0.045616071737996575,0.04349439398274092,71.53967466351064,43.11695081613977,94.81172531465198,83.39568072113845,94.52352891619708,82.31737657271611,28.460325336489362,56.88304918386023,5.18827468534802,16.604319278861553,5.47647108380292,17.682623427283886
Slovakia,2022-10-04,Pfizer/BioNTech,5145368,6896429,0.7460916367006751,100.0,95,86,95,84,72,44,53.71859784244861,32.8280320148297,70.87870548656414,64.16388075625807,70.87870548656414,62.671697482856715,71.53967466351064,43.11695081613977,94.81172531465198,83.39568072113845,94.52352891619708,82.31737657271611,28.460325336489362,56.88304918386023,5.18827468534802,16.604319278861553,5.47647108380292,17.682623427283886
Slovenia,2022-09-02,Johnson&Johnson,135924,2984841,0.04553810403971267,100.0,86,72,76,64,57,33,2.595671930263622,1.502757433310518,3.916276947415289,3.278743490859312,3.4608959070181626,2.9144386585416107,71.28761264000326,42.95006668696925,94.64045153493937,83.34655447308583,94.18486947880976,82.02005634470981,28.71238735999674,57.04993331303075,5.359548465060627,16.65344552691417,5.815130521190241,17.979943655290185
Slovenia,2022-09-16,Oxford/AstraZeneca,323527,2984841,0.1083900281455528,100.0,94,63,94,69,71,36,7.695691998334249,3.902041013239901,10.188662645681964,6.828571773169827,10.188662645681964,7.478911942043143,71.28761264000326,42.95006668696925,94.64045153493937,83.34655447308583,94.18486947880976,82.02005634470981,28.71238735999674,57.04993331303075,5.359548465060627,16.65344552691417,5.815130521190241,17.979943655290185
Slovenia,2022-09-30,Moderna,237424,2984841,0.07954326545367073,100.0,97,92,97,91,73,48,5.806658378117963,3.8180767417761947,7.71569674900606,7.317980421737707,7.71569674900606,7.238437156284037,71.28761264000326,42.95006668696925,94.64045153493937,83.34655447308583,94.18486947880976,82.02005634470981,28.71238735999674,57.04993331303075,5.359548465060627,16.65344552691417,5.815130521190241,17.979943655290185
Slovenia,2022-09-30,Novavax,200,2984841,6.70052441654346e-05,100.0,89,83,86,82,65,43,0.004355340870753249,0.0028812254991136877,0.005963466730723679,0.005561435265731072,0.0057624509982273754,0.005494430021565637,71.28761264000326,42.95006668696925,94.64045153493937,83.34655447308583,94.18486947880976,82.02005634470981,28.71238735999674,57.04993331303075,5.359548465060627,16.65344552691417,5.815130521190241,17.979943655290185
Slovenia,2022-09-30,Pfizer/BioNTech,2287766,2984841,0.7664615971168983,100.0,95,86,95,84,72,44,55.18523499241668,33.72431027314352,72.81385172610534,65.91569735205326,72.81385172610534,64.38277415781945,71.28761264000326,42.95006668696925,94.64045153493937,83.34655447308583,94.18486947880976,82.02005634470981,28.71238735999674,57.04993331303075,5.359548465060627,16.65344552691417,5.815130521190241,17.979943655290185
South Africa,2022-10-18,Johnson&Johnson,9263824,37724286,0.24556658275785526,100.0,86,72,76,64,57,33,13.997295217197749,8.103697231009223,21.11872611717555,17.68079395856558,18.663060289597,15.716261296502736,68.31650125863217,41.29876758966359,92.7899007551793,82.56206784139002,90.33423492760075,79.08866834484289,31.683498741367828,58.70123241033641,7.210099244820697,17.437932158609982,9.665765072399253,20.911331655157113
South Africa,2022-10-18,Pfizer/BioNTech,28460462,37724286,0.7544334172421447,100.0,95,86,95,84,72,44,54.31920604143442,33.19507035865437,71.67117463800375,64.88127388282444,71.67117463800375,63.37240704834016,68.31650125863217,41.29876758966359,92.7899007551793,82.56206784139002,90.33423492760075,79.08866834484289,31.683498741367828,58.70123241033641,7.210099244820697,17.437932158609982,9.665765072399253,20.911331655157113
South Korea,2022-09-05,Oxford/AstraZeneca,20325103,129232449,0.15727553843694472,100.0,94,63,94,69,71,36,11.166563229023076,5.66191938373001,14.783900613072804,9.908358921527517,14.783900613072804,10.852012152149186,71.81317360162384,43.38537501521774,95.08677325305504,83.36812044782964,94.94771868015904,82.75653255630868,28.186826398376155,56.61462498478226,4.913226746944957,16.63187955217036,5.052281319840958,17.243467443691316
South Korea,2022-10-17,Johnson&Johnson,1544565,129232449,0.01195183571890679,100.0,86,72,76,64,57,33,0.681254635977687,0.39441057872392404,1.0278578718259839,0.8605321717612888,0.908339514636916,0.7649174860100345,71.81317360162384,43.38537501521774,95.08677325305504,83.36812044782964,94.94771868015904,82.75653255630868,28.186826398376155,56.61462498478226,4.913226746944957,16.63187955217036,5.052281319840958,17.243467443691316
South Korea,2022-10-17,Moderna,25252567,129232449,0.19540422854634598,100.0,97,92,97,91,73,48,14.264508683883257,9.379402970224607,18.95421016899556,17.97718902626383,18.95421016899556,17.781784797717485,71.81317360162384,43.38537501521774,95.08677325305504,83.36812044782964,94.94771868015904,82.75653255630868,28.186826398376155,56.61462498478226,4.913226746944957,16.63187955217036,5.052281319840958,17.243467443691316
South Korea,2022-10-17,Novavax,840921,129232449,0.006507042205785329,100.0,89,83,86,82,65,43,0.4229577433760464,0.2798028148487692,0.5791267563148943,0.5400845030801823,0.5596056296975384,0.533577460874397,71.81317360162384,43.38537501521774,95.08677325305504,83.36812044782964,94.94771868015904,82.75653255630868,28.186826398376155,56.61462498478226,4.913226746944957,16.63187955217036,5.052281319840958,17.243467443691316
South Korea,2022-10-17,Pfizer/BioNTech,81268318,129232449,0.6288538105472257,100.0,95,86,95,84,72,44,45.277474359400244,27.66956766407793,59.74111200198644,54.08142770706141,59.74111200198644,52.823720085966954,71.81317360162384,43.38537501521774,95.08677325305504,83.36812044782964,94.94771868015904,82.75653255630868,28.186826398376155,56.61462498478226,4.913226746944957,16.63187955217036,5.052281319840958,17.243467443691316
South Korea,2022-10-17,SKYCovione,975,129232449,7.544544791532968e-06,100.0,75,70,73,69,55,36,0.0004149499635343133,0.0002716036124951869,0.0005658408593649726,0.0005281181354073078,0.0005507517697819067,0.0005205735906157748,71.81317360162384,43.38537501521774,95.08677325305504,83.36812044782964,94.94771868015904,82.75653255630868,28.186826398376155,56.61462498478226,4.913226746944957,16.63187955217036,5.052281319840958,17.243467443691316
Spain,2022-07-15,Oxford/AstraZeneca,9794598,103045916,0.09505081210593538,100.0,94,63,94,69,71,36,6.748607659521412,3.4218292358136737,8.934776337957926,5.9882011626739295,8.934776337957926,6.5585060353095415,71.85056347114232,43.964082894852424,95.19990586526495,84.94862827945553,95.00765438389621,83.82767539278316,28.149436528857677,56.035917105147576,4.800094134735048,15.051371720544466,4.9923456161037905,16.172324607216837
Spain,2022-09-30,Johnson&Johnson,1981073,103045916,0.019225148136875217,100.0,86,72,76,64,57,33,1.0958334438018873,0.6344298885168822,1.6533627397712687,1.3842106658550155,1.4611112584025165,1.2304094807600139,71.85056347114232,43.964082894852424,95.19990586526495,84.94862827945553,95.00765438389621,83.82767539278316,28.149436528857677,56.035917105147576,4.800094134735048,15.051371720544466,4.9923456161037905,16.172324607216837
Spain,2022-09-30,Moderna,24111869,103045916,0.2339915053013843,100.0,97,92,97,91,73,48,17.081379887001052,11.231592254466445,22.697176014234277,21.527218487727357,22.697176014234277,21.29322698242597,71.85056347114232,43.964082894852424,95.19990586526495,84.94862827945553,95.00765438389621,83.82767539278316,28.149436528857677,56.035917105147576,4.800094134735048,15.051371720544466,4.9923456161037905,16.172324607216837
Spain,2022-09-30,Pfizer/BioNTech,67158376,103045916,0.6517325344558051,100.0,95,86,95,84,72,44,46.92474248081797,28.676231516055427,61.91459077330149,56.04899796319924,61.91459077330149,54.745532894287635,71.85056347114232,43.964082894852424,95.19990586526495,84.94862827945553,95.00765438389621,83.82767539278316,28.149436528857677,56.035917105147576,4.800094134735048,15.051371720544466,4.9923456161037905,16.172324607216837
Sweden,2021-11-05,Oxford/AstraZeneca,1322062,21986863,0.0601296328630419,100.0,94,63,94,69,71,36,4.269203933275975,2.1646667830695083,5.652185489125938,3.7881668703716396,5.652185489125938,4.148944667549891,72.12652223284422,44.274059605501705,95.31568941872243,85.74919182422704,95.31474617365832,84.4193960730096,27.873477767155777,55.725940394498295,4.684310581277572,14.25080817577296,4.685253826341679,15.580603926990406
